lon,lat,ssrd
98.09999847,2.599999905,4.426610367
98.09999847,2.700000048,4.383783533
98.09999847,2.799999952,4.370204294
98.09999847,2.900000095,4.365895494
98.09999847,3,4.3661507
98.09999847,3.099999905,4.371114325
98.09999847,3.200000048,4.369171606
98.09999847,3.299999952,4.369426811
98.09999847,3.400000095,4.399657633
98.09999847,3.5,4.435164656
98.09999847,3.599999905,4.481499064
98.09999847,3.700000048,4.528256833
98.09999847,3.799999952,4.569105339
98.09999847,3.900000095,4.615150914
98.09999847,4,4.663544758
98.09999847,4.099999905,4.715374961
98.09999847,4.199999809,4.774265814
98.09999847,4.300000191,4.835637489
98.09999847,4.400000095,4.895535311
98.09999847,4.5,4.913516331
98.19999695,2.099999905,4.630039806
98.19999695,2.200000048,4.592046025
98.19999695,2.299999952,4.527859189
98.19999695,2.400000095,4.471059428
98.19999695,2.5,4.421373733
98.19999695,2.599999905,4.374002681
98.19999695,2.700000048,4.349975894
98.19999695,2.799999952,4.349139061
98.19999695,2.900000095,4.3448362
98.19999695,3,4.345105253
98.19999695,3.099999905,4.350064919
98.19999695,3.200000048,4.361752878
98.19999695,3.299999952,4.40484085
98.19999695,3.400000095,4.441329122
98.19999695,3.5,4.476721403
98.19999695,3.599999905,4.523109225
98.19999695,3.700000048,4.573443811
98.19999695,3.799999952,4.621790181
98.19999695,3.900000095,4.665718942
98.19999695,4,4.713604358
98.19999695,4.099999905,4.765426647
98.19999695,4.300000191,4.884169822
98.19999695,4.400000095,4.926521856
98.30000305,2.099999905,4.653429572
98.30000305,2.200000048,4.5574431
98.30000305,2.299999952,4.476272322
98.30000305,2.400000095,4.418431961
98.30000305,2.5,4.370022286
98.30000305,2.599999905,4.333901983
98.30000305,2.700000048,4.318148561
98.30000305,2.799999952,4.3262419
98.30000305,2.900000095,4.327676186
98.30000305,3,4.327935347
98.30000305,3.099999905,4.337789397
98.30000305,3.200000048,4.382127672
98.30000305,3.299999952,4.436013358
98.30000305,3.400000095,4.487341064
98.30000305,3.5,4.52379175
98.30000305,3.599999905,4.570175614
98.30000305,3.700000048,4.628415597
98.30000305,3.799999952,4.684338961
98.30000305,3.900000095,4.710049303
98.30000305,4,4.748614819
98.40000153,-0.5,4.404451119
98.40000153,-0.100000001,4.460012447
98.40000153,2.099999905,4.643344058
98.40000153,2.200000048,4.547596964
98.40000153,2.299999952,4.449070319
98.40000153,2.400000095,4.369355592
98.40000153,2.5,4.329622861
98.40000153,2.599999905,4.299603719
98.40000153,2.700000048,4.284819678
98.40000153,2.799999952,4.296315739
98.40000153,2.900000095,4.307845431
98.40000153,3,4.315396708
98.40000153,3.099999905,4.359873467
98.40000153,3.200000048,4.404462992
98.40000153,3.299999952,4.458342739
98.40000153,3.400000095,4.51676275
98.40000153,3.5,4.567969781
98.40000153,3.599999905,4.624146367
98.40000153,3.700000048,4.690831831
98.40000153,3.799999952,4.746933242
98.40000153,3.900000095,4.77263765
98.40000153,4,4.796502217
98.5,-0.300000012,4.4025361
98.5,-0.200000003,4.425898169
98.5,2,4.690663672
98.5,2.099999905,4.615354681
98.5,2.200000048,4.51884395
98.5,2.299999952,4.418631772
98.5,2.400000095,4.348339817
98.5,2.5,4.312611222
98.5,2.599999905,4.282578233
98.5,2.700000048,4.266840639
98.5,2.799999952,4.278350547
98.5,2.900000095,4.29419695
98.5,3,4.336776494
98.5,3.099999905,4.382608406
98.5,3.200000048,4.427326522
98.5,3.299999952,4.481198358
98.5,3.400000095,4.539600564
98.5,3.5,4.60464995
98.5,3.599999905,4.66206695
98.5,3.700000048,4.723232878
98.5,3.799999952,4.779346161
98.5,3.900000095,4.805040678
98.5,4,4.819019539
98.59999847,0.100000001,4.720316825
98.59999847,0.200000003,4.753869258
98.59999847,1.899999976,4.684956197
98.59999847,2,4.651116906
98.59999847,2.099999905,4.574961189
98.59999847,2.200000048,4.479940142
98.59999847,2.299999952,4.403256211
98.59999847,2.400000095,4.345309019
98.59999847,2.5,4.307873128
98.59999847,2.599999905,4.276213953
98.59999847,2.700000048,4.260173675
98.59999847,2.799999952,4.2759449
98.59999847,2.900000095,4.310915797
98.59999847,3,4.354413283
98.59999847,3.099999905,4.403600439
98.59999847,3.200000048,4.450492736
98.59999847,3.299999952,4.50436655
98.59999847,3.400000095,4.572189553
98.59999847,3.5,4.645217533
98.59999847,3.599999905,4.692770592
98.59999847,3.700000048,4.738452153
98.59999847,3.799999952,4.793615836
98.59999847,3.900000095,4.822036489
98.69999695,-1.299999952,5.001619169
98.69999695,-1.200000048,4.969601917
98.69999695,-1.100000024,4.926662317
98.69999695,-1,4.896643175
98.69999695,0.100000001,4.738323561
98.69999695,0.200000003,4.776980081
98.69999695,1.799999952,4.643710047
98.69999695,1.899999976,4.623378778
98.69999695,2,4.582152411
98.69999695,2.099999905,4.528179681
98.69999695,2.200000048,4.465628919
98.69999695,2.299999952,4.400195739
98.69999695,2.400000095,4.342272286
98.69999695,2.5,4.304777044
98.69999695,2.599999905,4.271578731
98.69999695,2.700000048,4.260806739
98.69999695,2.799999952,4.293882397
98.69999695,2.900000095,4.329676275
98.69999695,3,4.371990722
98.69999695,3.099999905,4.422079997
98.69999695,3.200000048,4.472189053
98.69999695,3.299999952,4.536621203
98.69999695,3.400000095,4.613584078
98.69999695,3.5,4.68662195
98.69999695,3.599999905,4.734111703
98.69999695,3.700000048,4.77242795
98.80000305,-1.600000024,5.008210956
98.80000305,-1.399999976,5.008741147
98.80000305,-1.299999952,5.005983358
98.80000305,-1.200000048,4.984346392
98.80000305,-1.100000024,4.9475495
98.80000305,-1,4.901998508
98.80000305,0.100000001,4.756357994
98.80000305,1.5,4.599286706
98.80000305,1.600000024,4.560167256
98.80000305,1.799999952,4.5733172
98.80000305,1.899999976,4.543608656
98.80000305,2,4.502714647
98.80000305,2.099999905,4.490634981
98.80000305,2.200000048,4.458002467
98.80000305,2.299999952,4.399089853
98.80000305,2.400000095,4.341162444
98.80000305,2.5,4.3036494
98.80000305,2.599999905,4.282635606
98.80000305,2.700000048,4.298112061
98.80000305,2.799999952,4.330849425
98.80000305,2.900000095,4.367365394
98.80000305,3,4.410837161
98.80000305,3.099999905,4.461504108
98.80000305,3.200000048,4.5083054
98.80000305,3.299999952,4.573566469
98.80000305,3.400000095,4.650610456
98.80000305,3.5,4.723707678
98.80000305,3.599999905,4.771043119
98.80000305,3.700000048,4.806514531
98.90000153,-1.600000024,5.026694469
98.90000153,-1.5,5.024613269
98.90000153,-1.399999976,5.022700225
98.90000153,-1.299999952,5.006258347
98.90000153,-1.200000048,4.986204039
98.90000153,-1.100000024,4.961977442
98.90000153,-1,4.921947964
98.90000153,1.100000024,4.543036919
98.90000153,1.200000048,4.550596108
98.90000153,1.299999952,4.543203097
98.90000153,1.399999976,4.537450122
98.90000153,1.5,4.530456733
98.90000153,1.600000024,4.517827092
98.90000153,1.700000048,4.502320961
98.90000153,1.799999952,4.491335308
98.90000153,1.899999976,4.461640611
98.90000153,2,4.454164511
98.90000153,2.099999905,4.454164511
98.90000153,2.200000048,4.431920197
98.90000153,2.299999952,4.393392269
98.90000153,2.400000095,4.340489814
98.90000153,2.5,4.315497603
98.90000153,2.599999905,4.326851225
98.90000153,2.700000048,4.348923425
98.90000153,2.799999952,4.378701208
98.90000153,2.900000095,4.412014267
98.90000153,3,4.455444489
98.90000153,3.099999905,4.501996514
98.90000153,3.200000048,4.544536492
98.90000153,3.299999952,4.609710511
98.90000153,3.400000095,4.686036364
98.90000153,3.5,4.758876406
98.90000153,3.599999905,4.805715286
98.90000153,3.700000048,4.838652461
99,-1.700000048,5.00743545
99,-1.600000024,5.033658181
99,-1.5,5.039569425
99,-1.399999976,5.023774458
99,-1.299999952,5.0073761
99,1,4.516323561
99,1.100000024,4.502708711
99,1.200000048,4.493068322
99,1.299999952,4.479142875
99,1.399999976,4.471983308
99,1.5,4.464637778
99,1.600000024,4.451036775
99,1.700000048,4.432048789
99,1.799999952,4.415486231
99,1.899999976,4.414967908
99,2,4.420281697
99,2.099999905,4.420232239
99,2.200000048,4.397687219
99,2.299999952,4.367503875
99,2.400000095,4.348583153
99,2.5,4.359333383
99,2.599999905,4.376914781
99,2.700000048,4.398690231
99,2.799999952,4.428452189
99,2.900000095,4.458714664
99,3,4.496332564
99,3.099999905,4.538336411
99,3.200000048,4.581004981
99,3.299999952,4.646370897
99,3.400000095,4.722746211
99,3.5,4.794005567
99,3.599999905,4.834070656
99.09999847,-1.799999952,4.998798072
99.09999847,-1.700000048,5.019612056
99.09999847,-1.600000024,5.032097281
99.09999847,-1.5,5.035873908
99.09999847,-1.399999976,5.030047733
99.09999847,0.600000024,4.686099672
99.09999847,0.699999988,4.634651286
99.09999847,0.800000012,4.585315756
99.09999847,0.899999976,4.5387756
99.09999847,1,4.5009025
99.09999847,1.100000024,4.484796936
99.09999847,1.200000048,4.465357889
99.09999847,1.299999952,4.438806756
99.09999847,1.399999976,4.420451833
99.09999847,1.5,4.413405031
99.09999847,1.600000024,4.400775389
99.09999847,1.700000048,4.383840906
99.09999847,1.799999952,4.374188644
99.09999847,1.899999976,4.385945844
99.09999847,2,4.396484394
99.09999847,2.099999905,4.396521983
99.09999847,2.200000048,4.374271733
99.09999847,2.299999952,4.357796222
99.09999847,2.400000095,4.381387778
99.09999847,2.5,4.403192906
99.09999847,2.599999905,4.421626961
99.09999847,2.700000048,4.443681356
99.09999847,2.799999952,4.473372094
99.09999847,2.900000095,4.501753181
99.09999847,3,4.535825914
99.09999847,3.099999905,4.577993967
99.09999847,3.200000048,4.620496353
99.09999847,3.299999952,4.685634764
99.09999847,3.400000095,4.761855767
99.09999847,3.5,4.795342917
99.19999695,-1.700000048,5.023242289
99.19999695,-1.600000024,5.022793208
99.19999695,0.300000012,4.782272106
99.19999695,0.400000006,4.768762108
99.19999695,0.5,4.725480258
99.19999695,0.600000024,4.6710901
99.19999695,0.699999988,4.618104556
99.19999695,0.800000012,4.570422906
99.19999695,0.899999976,4.524189392
99.19999695,1,4.486371683
99.19999695,1.100000024,4.464000756
99.19999695,1.200000048,4.435657258
99.19999695,1.299999952,4.408227747
99.19999695,1.399999976,4.383571853
99.19999695,1.5,4.366993467
99.19999695,1.600000024,4.353299483
99.19999695,1.700000048,4.342197111
99.19999695,1.799999952,4.335542017
99.19999695,1.899999976,4.348535672
99.19999695,2,4.370140986
99.19999695,2.099999905,4.375167917
99.19999695,2.200000048,4.363513589
99.19999695,2.299999952,4.392292319
99.19999695,2.400000095,4.422020647
99.19999695,2.5,4.444547861
99.19999695,2.599999905,4.464550731
99.19999695,2.700000048,4.487455808
99.19999695,2.799999952,4.515393747
99.19999695,2.900000095,4.541749028
99.19999695,3,4.575798022
99.19999695,3.099999905,4.617821656
99.19999695,3.200000048,4.660211278
99.19999695,3.299999952,4.725351667
99.19999695,3.400000095,4.75423525
99.19999695,3.5,4.770979814
99.30000305,-1.700000048,5.016612911
99.30000305,0.300000012,4.759058411
99.30000305,0.400000006,4.744325808
99.30000305,0.5,4.706425008
99.30000305,0.600000024,4.650897311
99.30000305,0.699999988,4.597500275
99.30000305,0.800000012,4.549644533
99.30000305,0.899999976,4.504235981
99.30000305,1,4.469211672
